Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
fix publish null value when use consul config center  ;fix publish null value;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6240249276161194
Revert fix wrong check of <iden> when export a service (fix issue_6269) ( <pr_link> )  ;fix wrong check;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.8032687902450562
Revert fix wrong check of <iden> when export a service (fix issue_6269) ( <pr_link> )  ;fix wrong check;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6141976118087769
Revert fix wrong check of <iden> when export a service (fix issue_6269) ( <pr_link> )  ;fix wrong check;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.6423122882843018
Adding the new methods into <file_name>  ;to manipulate the exported <iden> for service introspection ( <pr_link> );remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Contradicts;0.5010876655578613
Adding the new methods into <file_name>  ;to manipulate the exported <iden> for service introspection ( <pr_link> );fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5483737587928772
Adding the new methods into <file_name>  ;to manipulate the exported <iden> for service introspection ( <pr_link> );Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.8834498524665833
Adding the new methods into <file_name>  ;to manipulate the exported <iden> for service introspection ( <pr_link> );"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5744472146034241
Adding the overriding rule for <file_name> (<pr_link>);Enhancement;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.6169556379318237
Adding the overriding rule for <file_name> (<pr_link>);Enhancement;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.8374996185302734
Add `how can I contribute?` section;-;remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Contradicts;0.879477322101593
Add `how can I contribute?` section;-;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5621325373649597
Add `how can I contribute?` section;-;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.9810466170310974
Add `how can I contribute?` section;-;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.8038793206214905
Add `how can I contribute?` section;-;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.6695542335510254
Correct <file_name> version  ;Correct;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5492568612098694
Remove unused code  ;unused;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5251442193984985
Remove unnecessary null check and fix typo;unnecessary, fix typo;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5565875172615051
Remove unnecessary null check and fix typo;unnecessary, fix typo;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5795278549194336
Consider removing <iden> later  ;<iden> is unstable;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5203226208686829
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.5354358553886414
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6190635561943054
Modify comments and imports  ;just for [by implication];fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.6290314793586731
Modify comments and imports  ;just for [by implication];Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.8742811679840088
Modify comments and imports  ;just for [by implication];"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6857988238334656
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5256681442260742
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Merge pull request  ;fix QoS port can only be configured by identity property problem;Contradicts;0.5436240434646606
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;modify consumer  <file_name> : param type from string to map;param type from string to map;Contradicts;0.5069682002067566
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.7832515835762024
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;add jdk11 to travis ci;upgrade jacoco to support jdk11;Contradicts;0.5016062259674072
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6607085466384888
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Contradicts;0.5978575348854065
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Merge pull request  ;fix QoS port can only be configured by identity property problem;Contradicts;0.5406176447868347
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.7012573480606079
modify consumer  <file_name> : param type from string to map;param type from string to map;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.5779624581336975
fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.706809401512146
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.6564203500747681
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5290403366088867
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.501920223236084
fix protocol register set false not work ( <pr_link> );not work;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.6599229574203491
fix protocol register set false not work ( <pr_link> );not work;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5491567850112915
Reduce object allocation for <method_name>;"-
None";"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5186173319816589
Refactor: remove;and replace it with <method_name> ( <pr_link> );add unit test for parsing path;-;Contradicts;0.782502293586731
Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.7145577073097229
Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.6542170643806458
Simplify code with Lambda;code simplification;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6227183938026428
add jdk11 to travis ci;upgrade jacoco to support jdk11;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.8358012437820435
"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Merge pull request  ;fix QoS port can only be configured by identity property problem;Contradicts;0.7055535912513733
"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.6772854328155518
Port <pr_link> into main trunk (<pr_link>);Fixes <issue_link>;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.7483031153678894
rename package name from <iden> to impl;-;Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";Contradicts;0.5350198149681091
