;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha
136;Fix  <file_name>  javadoc;Fix;https://github.com/spring-projects/spring-boot/commit/b439d3522ee0615cd46ea50d7791a89802d9c0bc;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.8779550194740295
137;Fix exec-maven-plugin configuration issue;fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/d828f13a09c33a4c13eddc8bcc18cd0e297102d6;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.8079891800880432
138;Improve <iden> support naming;support naming;https://github.com/spring-projects/spring-boot/commit/0c036a69f2e87473cf3d60de4a4e56b8737f14ca;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.6598736643791199
139;Improve <iden> support naming;support naming;https://github.com/spring-projects/spring-boot/commit/0c036a69f2e87473cf3d60de4a4e56b8737f14ca;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.6068311333656311
140;Update Building reference documentation section;to make it work with `full` Maven profile.;https://github.com/spring-projects/spring-boot/commit/639bf5e99cd2446e90f847e055e07099af13d8b4;Remove spring-data-commons  ;Remove direct reference to spring-data-commons, instead favoring transitive dependency;https://github.com/spring-projects/spring-boot/commit/75548c1205897aff851528f2528012ce88563fee;Contradicts;0.5684948563575745
141;Add a missing io.spring.dependency-management in doc  ;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/1ac385c4f61bcd3bc5ef8b20c9f334d2a9371ea8;Remove spring-data-commons  ;Remove direct reference to spring-data-commons, instead favoring transitive dependency;https://github.com/spring-projects/spring-boot/commit/75548c1205897aff851528f2528012ce88563fee;Contradicts;0.5062291026115417
142;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.917403280735016
143;Remove spring-data-commons  ;Remove direct reference to spring-data-commons, instead favoring transitive dependency;https://github.com/spring-projects/spring-boot/commit/75548c1205897aff851528f2528012ce88563fee;Add missing dependency;missing;https://github.com/spring-projects/spring-boot/commit/5e9b8c3340d25fbf0e7d64b306ae7b3557188b9a;Contradicts;0.7737323641777039
144;Extract auto-configuration from <file_name>;specific auto-configuration, allowing <iden> to be used without <file_name> if required;https://github.com/spring-projects/spring-boot/commit/5188ee526657dd70f640615640169d95a48d55b1;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5296329259872437
145;Apply consistent formatting, drop JDK 8 support, and cleanup repo locations to use spring.io.  ;Polish, consistent formatting, drop JDK 8 support, cleanup repo locations to use spring.io.  ;https://github.com/spring-projects/spring-boot/commit/a9c9c383f4c7afe0119bded0d005d1481acf71ed;Rename samples to smoke tests;Closes the <issue_link>;https://github.com/spring-projects/spring-boot/commit/d5c0009c6eb0e77e4e1013d149d33de7dccdbd4d;Contradicts;0.5898690223693848
146;Apply consistent formatting, drop JDK 8 support, and cleanup repo locations to use spring.io.  ;Polish, consistent formatting, drop JDK 8 support, cleanup repo locations to use spring.io.  ;https://github.com/spring-projects/spring-boot/commit/a9c9c383f4c7afe0119bded0d005d1481acf71ed;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you cant tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.;https://github.com/spring-projects/spring-boot/commit/05e6af23cf2e60d5c61388fbb954bd56f00b9f94;Contradicts;0.5195972919464111
147;Disallow all extensions in actuator endpoints (except .json);Along with the recent change in <iden> to use content-disposition inline (which prevents the download), it also makes sense to limit the extensions allowed by the actuator endpoints. Really there *is* no extension for these endpoints, but since all of them explicitly produce JSON we can add .json for browsers as a convenience in case the app would otherwise choose to send XML. Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/8749fc745b9ea7355b4afca883d54f7d039b36db;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5485406517982483
148;Add /error to ignored paths for security autoconfig;Protecting /error doesnt make a great deal of sense and if it is protected you dont get the ErrorPageFilter for the attempt at loading it, so Tomcat renders its own HTML error page;https://github.com/spring-projects/spring-boot/commit/437fb75424d1a2d852aec0a3cd16b55c3080cf30;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5565654635429382
149;Fix typo a -> an  ;Fix typo;https://github.com/spring-projects/spring-boot/commit/46fbca66a69d102db55f7c454565f82ff5be6b98;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.5235020518302917
150;Add group property to <file_name>;See <pr_link>;https://github.com/spring-projects/spring-boot/commit/b6e4c0f01286ec31439ae941ff842700374367de;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5589422583580017
151;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Fix tests;Fix;https://github.com/spring-projects/spring-boot/commit/02a1c435874fa8ed72db227b3bd911d079fc7cee;Contradicts;0.5131003856658936
152;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.6246344447135925
153;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/f9094143d72a99bb52ad6414568ee2c93611115c;Contradicts;0.5012717247009277
154;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Fix test;Fix;https://github.com/spring-projects/spring-boot/commit/9bb6e0f497d8760e31607fb0c199c3bb5679a3b4;Contradicts;0.6170696020126343
155;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/f9094143d72a99bb52ad6414568ee2c93611115c;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;https://github.com/spring-projects/spring-boot/commit/b2b487ee5f5769137c7ba6372df01b7cd0908ad5;Contradicts;0.5867770314216614
156;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/f9094143d72a99bb52ad6414568ee2c93611115c;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;https://github.com/spring-projects/spring-boot/commit/9746c63209427081350b4b396ef21790842471b8;Contradicts;0.6772451996803284
157;Add test for nested properties;test for nested properties;https://github.com/spring-projects/spring-boot/commit/c25736d84f92e6d9158927b63e690cb5f2bae65e;Update Spring <iden> auto-configuration so that `<iden>` from `<iden>` is implicitly applied.;Prior to this commit `<iden>` interfaces would only get picked up if `<iden>` was added alongside with the `@SpringBootApplication`.;https://github.com/spring-projects/spring-boot/commit/a79f71cbe802a8d87bc22e6eba67553ccedd54a7;Contradicts;0.6173155903816223
